numero,fecha,nombre,latitud,longitud,prec,tmax,tmin,tmed,velvmax,velv,dirv,radg,humr
2,2018-05-01 00:00:00,La Mirinda,22.24852778,-102.2517778,0.00,30.00,8.20,20.56,17.40,9.01,163.10,429.81,33.47
2,2018-05-02 00:00:00,La Mirinda,22.24852778,-102.2517778,0.20,31.40,13.00,21.94,15.60,7.26,161.10,450.76,41.72
2,2018-05-03 00:00:00,La Mirinda,22.24852778,-102.2517778,0.60,31.20,13.90,20.05,20.30,4.49,159.70,349.13,64.67
2,2018-05-04 00:00:00,La Mirinda,22.24852778,-102.2517778,1.60,30.50,14.70,21.01,6.30,3.45,98.90,375.06,64.73
2,2018-05-05 00:00:00,La Mirinda,22.24852778,-102.2517778,2.80,29.40,13.50,19.72,9.70,3.52,12.70,442.23,71.00
2,2018-05-06 00:00:00,La Mirinda,22.24852778,-102.2517778,0.10,25.10,12.90,18.30,7.40,2.58,12.00,310.74,70.60
2,2018-05-07 00:00:00,La Mirinda,22.24852778,-102.2517778,6.20,26.20,10.10,17.01,57.80,8.20,61.70,307.01,75.58
2,2018-05-08 00:00:00,La Mirinda,22.24852778,-102.2517778,0.00,28.00,9.40,18.44,31.80,18.53,75.30,490.23,66.28
2,2018-05-09 00:00:00,La Mirinda,22.24852778,-102.2517778,0.00,31.00,10.70,20.54,73.80,18.69,158.80,504.86,50.82
2,2018-05-10 00:00:00,La Mirinda,22.24852778,-102.2517778,0.00,31.10,9.10,18.73,NULL,NULL,115.90,468.46,56.25
2,2018-05-11 00:00:00,La Mirinda,22.24852778,-102.2517778,0.00,30.30,9.20,19.57,NULL,NULL,151.20,429.59,50.44
2,2018-05-12 00:00:00,La Mirinda,22.24852778,-102.2517778,0.00,31.10,13.20,21.47,NULL,NULL,159.70,498.51,48.70
2,2018-05-13 00:00:00,La Mirinda,22.24852778,-102.2517778,0.00,30.20,12.90,20.56,NULL,NULL,162.10,377.27,54.18
2,2018-05-14 00:00:00,La Mirinda,22.24852778,-102.2517778,0.50,29.80,12.60,20.67,NULL,NULL,157.00,455.16,64.85
2,2018-05-15 00:00:00,La Mirinda,22.24852778,-102.2517778,0.00,32.20,11.30,20.75,NULL,NULL,153.40,476.92,63.41
2,2018-05-16 00:00:00,La Mirinda,22.24852778,-102.2517778,0.00,28.20,14.80,20.51,NULL,NULL,10.50,286.55,65.23
2,2018-05-17 00:00:00,La Mirinda,22.24852778,-102.2517778,0.10,29.70,12.50,20.35,NULL,NULL,87.90,334.46,59.96
2,2018-05-18 00:00:00,La Mirinda,22.24852778,-102.2517778,0.00,34.20,10.30,21.92,NULL,NULL,165.70,458.67,45.42
2,2018-05-19 00:00:00,La Mirinda,22.24852778,-102.2517778,0.00,31.90,8.60,21.19,NULL,NULL,158.90,504.87,33.31
2,2018-05-20 00:00:00,La Mirinda,22.24852778,-102.2517778,0.00,30.40,5.90,18.81,NULL,NULL,136.60,521.46,29.84
2,2018-05-21 00:00:00,La Mirinda,22.24852778,-102.2517778,0.00,30.30,4.30,19.15,71.70,27.24,122.20,502.97,33.61
2,2018-05-22 00:00:00,La Mirinda,22.24852778,-102.2517778,0.00,31.40,5.90,19.70,18.20,10.34,114.70,498.21,33.38
2,2018-05-23 00:00:00,La Mirinda,22.24852778,-102.2517778,0.00,31.40,6.30,20.22,16.30,9.91,111.50,483.60,37.19
2,2018-05-24 00:00:00,La Mirinda,22.24852778,-102.2517778,0.00,33.40,9.90,22.17,19.30,8.48,24.70,443.91,44.96
2,2018-05-25 00:00:00,La Mirinda,22.24852778,-102.2517778,0.00,33.30,12.90,22.49,14.20,7.88,12.00,435.50,46.66
2,2018-05-26 00:00:00,La Mirinda,22.24852778,-102.2517778,0.00,33.90,10.60,22.29,11.40,7.10,357.80,484.41,43.09
2,2018-05-27 00:00:00,La Mirinda,22.24852778,-102.2517778,0.00,35.30,8.80,22.67,11.10,6.40,20.20,492.28,35.62
2,2018-05-28 00:00:00,La Mirinda,22.24852778,-102.2517778,0.00,35.80,10.40,23.68,11.10,6.00,50.80,498.23,37.28
2,2018-05-29 00:00:00,La Mirinda,22.24852778,-102.2517778,0.50,33.20,12.10,22.73,21.40,6.85,121.10,355.83,44.81
2,2018-05-30 00:00:00,La Mirinda,22.24852778,-102.2517778,0.00,36.40,12.80,25.15,10.70,4.82,47.40,493.46,42.27
2,2018-05-31 00:00:00,La Mirinda,22.24852778,-102.2517778,0.00,35.90,12.50,25.62,12.30,4.76,37.20,457.80,30.52
2,2018-06-01 00:00:00,La Mirinda,22.24852778,-102.2517778,0.00,32.80,8.90,22.45,12.60,4.14,18.90,500.01,33.38
2,2018-06-02 00:00:00,La Mirinda,22.24852778,-102.2517778,0.00,31.40,10.60,21.78,18.60,4.80,22.40,499.49,42.33
2,2018-06-03 00:00:00,La Mirinda,22.24852778,-102.2517778,0.00,29.50,10.80,21.10,11.40,3.81,19.90,497.29,41.18
2,2018-06-04 00:00:00,La Mirinda,22.24852778,-102.2517778,0.00,31.90,8.90,21.02,6.30,1.62,47.60,506.10,42.50
2,2018-06-05 00:00:00,La Mirinda,22.24852778,-102.2517778,0.00,32.60,9.30,21.26,3.60,0.93,31.00,512.11,41.41
2,2018-06-06 00:00:00,La Mirinda,22.24852778,-102.2517778,0.00,31.80,10.20,22.45,5.90,1.21,43.00,491.05,34.08
2,2018-06-07 00:00:00,La Mirinda,22.24852778,-102.2517778,0.00,32.60,10.00,22.58,6.70,1.34,48.00,476.70,34.74
2,2018-06-08 00:00:00,La Mirinda,22.24852778,-102.2517778,0.00,31.20,12.90,22.01,8.00,0.88,42.30,452.92,46.35
2,2018-06-09 00:00:00,La Mirinda,22.24852778,-102.2517778,0.00,29.80,10.80,20.69,7.70,1.01,49.50,386.39,52.76
2,2018-06-10 00:00:00,La Mirinda,22.24852778,-102.2517778,0.00,31.30,10.80,21.49,7.00,0.29,144.00,411.39,52.80
2,2018-06-11 00:00:00,La Mirinda,22.24852778,-102.2517778,27.60,30.10,14.50,20.52,67.30,12.47,160.30,417.85,68.05
2,2018-06-12 00:00:00,La Mirinda,22.24852778,-102.2517778,10.20,25.70,13.70,18.31,40.30,28.79,150.70,314.00,83.15
2,2018-06-13 00:00:00,La Mirinda,22.24852778,-102.2517778,3.20,19.50,14.60,16.96,67.50,41.28,138.80,98.74,95.74
2,2018-06-14 00:00:00,La Mirinda,22.24852778,-102.2517778,0.80,23.90,14.90,18.24,65.80,47.48,202.70,266.43,86.84
2,2018-06-15 00:00:00,La Mirinda,22.24852778,-102.2517778,0.00,27.30,15.60,19.79,NULL,NULL,118.70,328.87,76.45
2,2018-06-16 00:00:00,La Mirinda,22.24852778,-102.2517778,1.80,29.20,15.80,21.14,NULL,NULL,22.10,445.30,74.45
2,2018-06-17 00:00:00,La Mirinda,22.24852778,-102.2517778,0.40,25.20,16.00,19.06,NULL,NULL,58.50,282.43,87.47
2,2018-06-18 00:00:00,La Mirinda,22.24852778,-102.2517778,8.00,26.50,14.70,18.76,73.80,45.89,137.90,409.74,82.65
2,2018-06-19 00:00:00,La Mirinda,22.24852778,-102.2517778,0.30,27.40,14.20,18.96,68.20,45.25,88.80,505.48,83.12
2,2018-06-20 00:00:00,La Mirinda,22.24852778,-102.2517778,10.30,26.60,14.30,18.66,47.20,27.53,158.30,453.24,85.59
2,2018-06-21 00:00:00,La Mirinda,22.24852778,-102.2517778,2.70,26.40,12.80,17.54,32.90,20.59,136.10,341.73,88.92
2,2018-06-22 00:00:00,La Mirinda,22.24852778,-102.2517778,0.20,24.20,13.90,18.49,75.00,47.91,108.60,381.12,83.67
2,2018-06-23 00:00:00,La Mirinda,22.24852778,-102.2517778,1.10,26.90,13.10,19.02,35.20,23.79,161.60,430.63,79.57
2,2018-06-24 00:00:00,La Mirinda,22.24852778,-102.2517778,4.90,26.90,13.00,18.36,24.00,16.08,148.70,468.90,81.91
2,2018-06-25 00:00:00,La Mirinda,22.24852778,-102.2517778,0.10,25.10,11.50,17.05,19.40,12.24,56.10,348.51,85.95
2,2018-06-26 00:00:00,La Mirinda,22.24852778,-102.2517778,0.00,25.50,14.70,18.93,26.80,15.97,159.40,421.48,78.23
2,2018-06-27 00:00:00,La Mirinda,22.24852778,-102.2517778,3.10,25.50,15.10,18.46,24.50,13.67,94.80,429.85,86.66
2,2018-06-28 00:00:00,La Mirinda,22.24852778,-102.2517778,3.40,27.10,13.10,18.74,22.50,11.89,80.60,449.92,83.48
2,2018-06-29 00:00:00,La Mirinda,22.24852778,-102.2517778,0.60,25.90,13.50,18.48,23.00,13.88,139.20,509.62,83.64
2,2018-06-30 00:00:00,La Mirinda,22.24852778,-102.2517778,1.70,27.00,12.60,18.73,27.90,17.44,118.10,420.31,78.75
22,2018-05-01 00:00:00,Granja Elsa,21.7853,-102.2638861,0.00,27.80,12.70,20.49,26.10,7.01,168.10,391.76,32.64
22,2018-05-02 00:00:00,Granja Elsa,21.7853,-102.2638861,0.00,30.20,14.20,21.80,19.20,4.70,194.30,468.41,35.54
22,2018-05-03 00:00:00,Granja Elsa,21.7853,-102.2638861,0.40,28.00,14.20,20.55,25.70,5.59,238.00,480.49,52.51
22,2018-05-04 00:00:00,Granja Elsa,21.7853,-102.2638861,0.20,30.00,15.00,21.76,19.50,3.88,56.10,388.59,50.27
22,2018-05-05 00:00:00,Granja Elsa,21.7853,-102.2638861,21.60,27.60,14.00,19.51,19.20,6.66,56.90,478.07,63.79
22,2018-05-06 00:00:00,Granja Elsa,21.7853,-102.2638861,3.20,24.20,13.10,18.05,17.50,4.24,38.30,314.94,64.44
22,2018-05-07 00:00:00,Granja Elsa,21.7853,-102.2638861,7.80,26.10,12.70,18.31,19.30,4.24,30.90,429.23,59.35
22,2018-05-08 00:00:00,Granja Elsa,21.7853,-102.2638861,0.80,26.80,10.80,18.19,16.20,2.08,82.30,496.23,60.14
22,2018-05-09 00:00:00,Granja Elsa,21.7853,-102.2638861,0.00,27.50,13.00,19.29,23.10,4.34,139.40,442.42,51.07
22,2018-05-10 00:00:00,Granja Elsa,21.7853,-102.2638861,0.00,26.90,11.20,18.16,25.50,6.24,115.70,419.46,50.23
22,2018-05-11 00:00:00,Granja Elsa,21.7853,-102.2638861,0.00,28.80,10.20,19.48,10.10,3.51,163.70,492.15,44.23
22,2018-05-12 00:00:00,Granja Elsa,21.7853,-102.2638861,0.00,30.00,13.80,20.99,17.30,3.90,206.20,457.00,47.83
22,2018-05-13 00:00:00,Granja Elsa,21.7853,-102.2638861,19.20,30.10,14.80,19.76,22.30,4.64,142.00,366.36,57.45
22,2018-05-14 00:00:00,Granja Elsa,21.7853,-102.2638861,12.20,28.90,13.90,20.30,19.80,2.50,118.30,466.97,56.36
22,2018-05-15 00:00:00,Granja Elsa,21.7853,-102.2638861,0.00,29.00,12.30,20.11,18.80,2.06,52.60,455.48,59.40
22,2018-05-16 00:00:00,Granja Elsa,21.7853,-102.2638861,5.60,27.80,15.70,20.68,15.00,1.92,35.10,358.76,60.30
22,2018-05-17 00:00:00,Granja Elsa,21.7853,-102.2638861,2.60,28.60,15.60,20.49,18.50,1.56,41.80,351.84,57.31
22,2018-05-18 00:00:00,Granja Elsa,21.7853,-102.2638861,0.00,30.90,12.30,21.67,12.60,2.35,194.70,508.46,46.14
22,2018-05-19 00:00:00,Granja Elsa,21.7853,-102.2638861,0.00,30.40,12.10,21.95,14.70,4.40,163.90,532.50,30.16
22,2018-05-20 00:00:00,Granja Elsa,21.7853,-102.2638861,0.00,29.30,10.00,20.28,10.50,4.09,164.40,550.55,22.04
22,2018-05-21 00:00:00,Granja Elsa,21.7853,-102.2638861,0.00,29.40,9.00,20.95,14.50,4.25,165.20,527.96,21.13
22,2018-05-22 00:00:00,Granja Elsa,21.7853,-102.2638861,0.00,30.50,9.10,21.30,13.40,4.74,153.30,533.00,24.25
22,2018-05-23 00:00:00,Granja Elsa,21.7853,-102.2638861,0.00,30.70,11.00,21.59,12.20,5.02,125.80,520.63,25.08
22,2018-05-24 00:00:00,Granja Elsa,21.7853,-102.2638861,0.00,33.10,13.70,23.71,13.60,4.53,49.90,508.01,35.25
22,2018-05-25 00:00:00,Granja Elsa,21.7853,-102.2638861,0.00,32.80,14.70,23.38,12.60,4.32,49.70,442.80,40.47
22,2018-05-26 00:00:00,Granja Elsa,21.7853,-102.2638861,0.00,32.50,13.50,23.73,19.80,5.64,35.50,514.77,36.47
22,2018-05-27 00:00:00,Granja Elsa,21.7853,-102.2638861,0.00,34.40,13.10,24.41,21.00,5.27,46.50,520.65,25.65
22,2018-05-28 00:00:00,Granja Elsa,21.7853,-102.2638861,0.00,34.80,16.20,25.10,20.00,5.24,89.90,506.39,30.95
22,2018-05-29 00:00:00,Granja Elsa,21.7853,-102.2638861,1.80,32.90,18.00,24.26,26.20,6.61,194.70,393.28,42.61
22,2018-05-30 00:00:00,Granja Elsa,21.7853,-102.2638861,0.00,35.70,16.50,26.38,15.90,3.40,74.60,491.08,31.23
22,2018-05-31 00:00:00,Granja Elsa,21.7853,-102.2638861,0.00,36.20,16.10,26.88,22.00,7.88,83.20,484.66,23.39
22,2018-06-01 00:00:00,Granja Elsa,21.7853,-102.2638861,0.00,34.10,14.60,25.16,23.70,8.66,61.40,519.80,19.90
22,2018-06-02 00:00:00,Granja Elsa,21.7853,-102.2638861,0.00,31.80,13.10,23.15,28.20,11.04,71.80,507.44,32.12
22,2018-06-03 00:00:00,Granja Elsa,21.7853,-102.2638861,0.00,30.50,12.50,22.18,27.60,10.25,66.50,502.05,31.98
22,2018-06-04 00:00:00,Granja Elsa,21.7853,-102.2638861,0.00,31.70,11.20,22.60,20.20,5.78,62.00,524.33,31.69
22,2018-06-05 00:00:00,Granja Elsa,21.7853,-102.2638861,0.00,32.70,14.70,23.46,17.70,6.62,77.10,481.37,33.31
22,2018-06-06 00:00:00,Granja Elsa,21.7853,-102.2638861,0.00,32.50,14.90,24.24,19.30,7.44,89.10,525.69,35.27
22,2018-06-07 00:00:00,Granja Elsa,21.7853,-102.2638861,0.00,32.90,13.70,23.48,21.50,7.97,83.50,476.25,30.92
22,2018-06-08 00:00:00,Granja Elsa,21.7853,-102.2638861,0.00,30.70,14.80,22.76,25.10,10.33,80.20,461.05,38.20
22,2018-06-09 00:00:00,Granja Elsa,21.7853,-102.2638861,0.00,29.90,14.50,22.09,21.10,8.08,48.30,420.57,41.73
22,2018-06-10 00:00:00,Granja Elsa,21.7853,-102.2638861,0.00,29.00,15.80,21.49,21.80,6.67,123.30,329.10,47.62
22,2018-06-11 00:00:00,Granja Elsa,21.7853,-102.2638861,46.80,29.20,14.60,20.59,25.70,7.03,164.50,438.36,63.49
22,2018-06-12 00:00:00,Granja Elsa,21.7853,-102.2638861,10.00,24.90,14.00,17.55,23.90,4.85,155.70,316.11,78.23
22,2018-06-13 00:00:00,Granja Elsa,21.7853,-102.2638861,6.60,20.80,14.60,16.95,13.00,3.98,143.90,162.60,80.72
22,2018-06-14 00:00:00,Granja Elsa,21.7853,-102.2638861,27.00,23.60,14.60,17.37,13.20,2.46,93.90,236.48,81.04
22,2018-06-15 00:00:00,Granja Elsa,21.7853,-102.2638861,0.60,25.70,14.70,18.89,15.10,3.15,154.50,403.34,72.00
22,2018-06-16 00:00:00,Granja Elsa,21.7853,-102.2638861,0.00,27.70,16.10,20.39,19.80,2.31,69.10,417.60,65.92
22,2018-06-17 00:00:00,Granja Elsa,21.7853,-102.2638861,0.00,24.80,16.90,19.31,14.20,4.34,117.60,280.52,72.77
22,2018-06-18 00:00:00,Granja Elsa,21.7853,-102.2638861,8.40,24.50,14.70,18.43,13.90,4.17,195.50,371.39,73.43
22,2018-06-19 00:00:00,Granja Elsa,21.7853,-102.2638861,36.80,25.90,14.20,17.82,21.40,3.42,192.30,453.08,77.05
22,2018-06-20 00:00:00,Granja Elsa,21.7853,-102.2638861,17.60,24.50,13.90,17.55,16.90,3.76,212.30,363.31,79.99
22,2018-06-21 00:00:00,Granja Elsa,21.7853,-102.2638861,1.00,25.80,13.70,17.81,15.50,3.07,225.30,442.33,75.62
22,2018-06-22 00:00:00,Granja Elsa,21.7853,-102.2638861,1.80,23.40,14.60,17.98,6.90,2.90,192.50,349.85,76.70
22,2018-06-23 00:00:00,Granja Elsa,21.7853,-102.2638861,11.20,25.60,13.10,18.56,16.20,1.91,213.50,420.01,69.75
22,2018-06-24 00:00:00,Granja Elsa,21.7853,-102.2638861,9.00,24.90,13.40,17.96,21.70,5.06,189.70,561.40,72.65
22,2018-06-25 00:00:00,Granja Elsa,21.7853,-102.2638861,10.00,24.20,13.10,16.60,16.90,2.41,127.20,394.00,77.90
22,2018-06-26 00:00:00,Granja Elsa,21.7853,-102.2638861,3.60,23.60,13.70,17.92,12.80,2.70,190.30,437.64,73.18
22,2018-06-27 00:00:00,Granja Elsa,21.7853,-102.2638861,6.80,23.70,14.70,17.57,9.10,1.84,158.30,332.72,78.46
22,2018-06-28 00:00:00,Granja Elsa,21.7853,-102.2638861,8.20,25.30,14.40,18.11,25.40,2.10,173.00,521.67,74.80
22,2018-06-29 00:00:00,Granja Elsa,21.7853,-102.2638861,10.40,23.90,13.90,17.02,22.50,2.45,181.80,392.28,77.68
22,2018-06-30 00:00:00,Granja Elsa,21.7853,-102.2638861,2.20,25.50,12.30,18.40,21.60,2.22,99.80,512.31,65.75
13466,2018-05-01 00:00:00,La Lagunita,21.7803888888889,-102.128305555556,0.00,28.00,9.70,19.54,25.50,8.77,195.80,393.05,38.30
13466,2018-05-02 00:00:00,La Lagunita,21.7803888888889,-102.128305555556,0.00,30.40,13.80,21.89,25.30,9.00,205.20,483.49,37.78
13466,2018-05-03 00:00:00,La Lagunita,21.7803888888889,-102.128305555556,7.60,27.30,14.20,19.84,21.70,5.18,206.90,295.81,57.46
13466,2018-05-04 00:00:00,La Lagunita,21.7803888888889,-102.128305555556,0.00,29.60,14.70,21.08,23.60,5.86,127.50,437.10,57.44
13466,2018-05-05 00:00:00,La Lagunita,21.7803888888889,-102.128305555556,34.00,27.10,13.40,18.99,37.20,15.14,81.10,487.46,68.59
13466,2018-05-06 00:00:00,La Lagunita,21.7803888888889,-102.128305555556,1.80,24.80,12.20,17.86,27.10,10.63,66.10,375.03,66.83
13466,2018-05-07 00:00:00,La Lagunita,21.7803888888889,-102.128305555556,7.60,26.30,10.80,17.86,35.90,12.13,64.90,431.84,62.35
13466,2018-05-08 00:00:00,La Lagunita,21.7803888888889,-102.128305555556,0.00,26.80,11.00,17.97,24.20,3.66,290.10,492.88,63.41
13466,2018-05-09 00:00:00,La Lagunita,21.7803888888889,-102.128305555556,0.00,27.60,10.00,18.53,26.00,6.22,218.60,419.92,56.79
13466,2018-05-10 00:00:00,La Lagunita,21.7803888888889,-102.128305555556,0.00,27.20,9.10,17.24,31.40,5.95,160.60,432.68,58.76
13466,2018-05-11 00:00:00,La Lagunita,21.7803888888889,-102.128305555556,0.00,28.20,9.10,19.28,15.70,4.78,213.50,503.63,48.32
13466,2018-05-12 00:00:00,La Lagunita,21.7803888888889,-102.128305555556,0.00,30.00,14.50,20.92,19.30,7.20,198.00,478.61,51.00
13466,2018-05-13 00:00:00,La Lagunita,21.7803888888889,-102.128305555556,15.00,28.70,15.30,19.44,22.00,5.08,201.50,363.66,61.62
13466,2018-05-14 00:00:00,La Lagunita,21.7803888888889,-102.128305555556,22.40,28.10,11.70,19.40,18.60,4.26,179.60,465.28,63.41
13466,2018-05-15 00:00:00,La Lagunita,21.7803888888889,-102.128305555556,0.20,29.00,12.10,19.52,30.30,5.17,132.00,471.26,66.07
13466,2018-05-16 00:00:00,La Lagunita,21.7803888888889,-102.128305555556,0.00,28.90,15.90,20.46,29.10,3.79,98.20,381.01,63.31
13466,2018-05-17 00:00:00,La Lagunita,21.7803888888889,-102.128305555556,1.00,28.50,14.50,19.83,39.30,5.29,201.60,350.84,63.30
13466,2018-05-18 00:00:00,La Lagunita,21.7803888888889,-102.128305555556,0.00,30.70,11.10,20.87,15.70,5.27,226.30,507.51,51.79
13466,2018-05-19 00:00:00,La Lagunita,21.7803888888889,-102.128305555556,0.00,30.20,10.10,20.94,19.80,6.31,196.20,524.08,37.98
13466,2018-05-20 00:00:00,La Lagunita,21.7803888888889,-102.128305555556,0.00,29.10,7.20,19.23,18.70,6.38,188.40,541.57,28.74
13466,2018-05-21 00:00:00,La Lagunita,21.7803888888889,-102.128305555556,0.00,29.40,5.90,19.28,15.20,3.72,226.90,511.23,33.28
13466,2018-05-22 00:00:00,La Lagunita,21.7803888888889,-102.128305555556,0.00,30.10,9.30,20.74,13.90,3.41,199.80,526.31,30.41
13466,2018-05-23 00:00:00,La Lagunita,21.7803888888889,-102.128305555556,0.00,30.40,9.30,20.60,13.60,3.28,38.70,514.73,43.20
13466,2018-05-24 00:00:00,La Lagunita,21.7803888888889,-102.128305555556,0.00,32.20,11.20,22.22,25.50,3.73,72.70,460.70,44.71
13466,2018-05-25 00:00:00,La Lagunita,21.7803888888889,-102.128305555556,0.00,31.70,12.60,22.34,24.40,6.22,64.60,424.63,46.77
13466,2018-05-26 00:00:00,La Lagunita,21.7803888888889,-102.128305555556,0.00,31.60,10.40,22.31,24.70,7.01,48.70,506.02,42.12
13466,2018-05-27 00:00:00,La Lagunita,21.7803888888889,-102.128305555556,0.00,33.10,10.50,22.90,25.10,6.59,35.70,511.07,33.27
13466,2018-05-28 00:00:00,La Lagunita,21.7803888888889,-102.128305555556,0.00,34.30,12.10,23.86,23.50,4.37,74.50,503.15,36.68
13466,2018-05-29 00:00:00,La Lagunita,21.7803888888889,-102.128305555556,0.00,32.60,15.20,23.84,38.60,8.32,186.90,395.87,44.44
13466,2018-05-30 00:00:00,La Lagunita,21.7803888888889,-102.128305555556,0.00,35.00,13.90,25.64,15.40,3.99,89.20,504.21,33.43
13466,2018-05-31 00:00:00,La Lagunita,21.7803888888889,-102.128305555556,0.00,36.10,13.40,25.32,31.10,8.53,89.00,491.49,28.35
13466,2018-06-01 00:00:00,La Lagunita,21.7803888888889,-102.128305555556,0.00,34.10,10.40,23.91,39.70,13.83,69.20,516.96,25.15
13466,2018-06-02 00:00:00,La Lagunita,21.7803888888889,-102.128305555556,0.00,31.40,10.30,21.99,56.00,18.12,76.60,519.08,37.68
13466,2018-06-03 00:00:00,La Lagunita,21.7803888888889,-102.128305555556,0.00,30.30,9.80,21.30,33.40,14.80,75.10,515.92,36.91
13466,2018-06-04 00:00:00,La Lagunita,21.7803888888889,-102.128305555556,0.00,31.10,9.80,21.85,22.10,8.21,76.80,517.19,37.16
13466,2018-06-05 00:00:00,La Lagunita,21.7803888888889,-102.128305555556,0.00,32.30,11.00,22.41,22.90,6.49,84.70,504.92,36.97
13466,2018-06-06 00:00:00,La Lagunita,21.7803888888889,-102.128305555556,0.00,32.90,13.30,22.94,33.20,8.85,87.20,515.31,32.76
13466,2018-06-07 00:00:00,La Lagunita,21.7803888888889,-102.128305555556,0.00,32.20,11.00,22.52,31.10,10.51,99.90,492.10,31.76
13466,2018-06-08 00:00:00,La Lagunita,21.7803888888889,-102.128305555556,0.00,30.10,11.70,22.01,38.80,14.09,87.40,467.19,43.74
13466,2018-06-09 00:00:00,La Lagunita,21.7803888888889,-102.128305555556,0.00,30.10,11.80,21.36,29.70,10.62,76.30,445.85,46.95
13466,2018-06-10 00:00:00,La Lagunita,21.7803888888889,-102.128305555556,0.00,30.80,13.90,21.32,23.80,7.18,126.70,402.20,50.90
13466,2018-06-11 00:00:00,La Lagunita,21.7803888888889,-102.128305555556,16.80,28.80,15.10,19.81,28.40,7.01,182.50,399.48,70.10
13466,2018-06-12 00:00:00,La Lagunita,21.7803888888889,-102.128305555556,14.40,23.70,13.30,17.39,21.10,3.86,135.00,350.82,78.99
13466,2018-06-13 00:00:00,La Lagunita,21.7803888888889,-102.128305555556,19.60,20.80,14.30,16.63,12.60,2.93,147.40,182.02,84.54
13466,2018-06-14 00:00:00,La Lagunita,21.7803888888889,-102.128305555556,14.00,23.10,14.40,17.21,14.80,1.76,112.20,187.78,82.90
13466,2018-06-15 00:00:00,La Lagunita,21.7803888888889,-102.128305555556,3.40,25.20,13.90,17.99,39.10,2.64,180.20,282.32,77.78
13466,2018-06-16 00:00:00,La Lagunita,21.7803888888889,-102.128305555556,4.20,28.40,15.40,19.55,31.50,3.23,165.60,485.89,75.05
13466,2018-06-17 00:00:00,La Lagunita,21.7803888888889,-102.128305555556,15.80,24.70,15.00,18.30,34.60,3.43,147.30,287.08,82.43
13466,2018-06-18 00:00:00,La Lagunita,21.7803888888889,-102.128305555556,10.60,25.10,15.00,18.07,27.80,3.46,179.80,391.52,77.69
13466,2018-06-19 00:00:00,La Lagunita,21.7803888888889,-102.128305555556,44.40,25.20,13.40,17.33,36.90,3.38,227.00,423.72,81.16
13466,2018-06-20 00:00:00,La Lagunita,21.7803888888889,-102.128305555556,16.20,24.70,13.70,17.70,33.60,4.77,226.40,422.81,80.12
13466,2018-06-21 00:00:00,La Lagunita,21.7803888888889,-102.128305555556,0.00,25.50,13.70,17.88,27.00,5.03,203.90,365.77,76.72
13466,2018-06-22 00:00:00,La Lagunita,21.7803888888889,-102.128305555556,2.00,24.10,14.90,17.89,12.20,2.51,210.80,313.10,78.50
13466,2018-06-23 00:00:00,La Lagunita,21.7803888888889,-102.128305555556,12.80,25.50,12.70,18.53,20.10,2.07,205.50,435.46,72.17
13466,2018-06-24 00:00:00,La Lagunita,21.7803888888889,-102.128305555556,8.80,25.80,13.70,17.99,25.60,5.46,208.00,522.84,74.33
13466,2018-06-25 00:00:00,La Lagunita,21.7803888888889,-102.128305555556,14.00,24.20,13.40,16.85,21.80,2.80,215.20,515.86,78.65
13466,2018-06-26 00:00:00,La Lagunita,21.7803888888889,-102.128305555556,1.60,24.10,13.90,17.92,10.40,1.72,209.60,355.90,75.41
13466,2018-06-27 00:00:00,La Lagunita,21.7803888888889,-102.128305555556,3.60,24.20,14.20,18.01,8.30,1.19,183.30,360.07,78.17
13466,2018-06-28 00:00:00,La Lagunita,21.7803888888889,-102.128305555556,32.60,25.90,13.10,17.85,45.20,2.50,182.80,473.13,78.38
13466,2018-06-29 00:00:00,La Lagunita,21.7803888888889,-102.128305555556,11.20,24.40,13.90,17.12,16.30,2.96,203.90,385.58,79.71
13466,2018-06-30 00:00:00,La Lagunita,21.7803888888889,-102.128305555556,5.00,25.60,12.30,18.16,21.40,2.53,137.30,501.47,70.81
13467,2018-05-01 00:00:00,Don Primo,22.1233611111111,-102.254777777778,0.00,28.20,12.00,20.89,9.50,4.56,165.80,415.64,31.07
13467,2018-05-02 00:00:00,Don Primo,22.1233611111111,-102.254777777778,0.30,29.40,13.90,21.94,11.20,3.64,181.80,451.25,38.44
13467,2018-05-03 00:00:00,Don Primo,22.1233611111111,-102.254777777778,0.50,27.70,14.50,20.49,10.80,2.42,208.90,393.85,55.25
13467,2018-05-04 00:00:00,Don Primo,22.1233611111111,-102.254777777778,1.10,28.40,16.20,21.56,9.60,2.15,121.10,359.31,52.59
13467,2018-05-05 00:00:00,Don Primo,22.1233611111111,-102.254777777778,4.30,28.60,14.90,20.04,10.30,2.96,56.90,454.52,62.05
13467,2018-05-06 00:00:00,Don Primo,22.1233611111111,-102.254777777778,1.20,24.00,13.40,18.14,6.10,2.13,36.60,253.31,66.88
13467,2018-05-07 00:00:00,Don Primo,22.1233611111111,-102.254777777778,7.10,25.40,11.80,17.30,11.90,2.26,48.60,308.68,66.51
13467,2018-05-08 00:00:00,Don Primo,22.1233611111111,-102.254777777778,0.10,26.20,10.70,18.26,9.40,1.34,97.50,516.33,62.81
13467,2018-05-09 00:00:00,Don Primo,22.1233611111111,-102.254777777778,0.00,28.50,12.60,20.22,9.40,3.18,139.70,540.16,48.61
